gene_id	original_edge_id	gene_name	interpretation_role	event_type	reference_factor	original_effect	original_q_value	original_association_status	original_level_factor_soft_flag	scenario_id	scenario_class	scenario_target_gene_id	scenario_target_gene_name	prespecified_seed_count	informative_model_count	completed_converged_seed_count	reliable_factor_match_count	reliable_factor_match_rate	direction_retained_count	direction_retention_rate	magnitude_retained_count	magnitude_retention_rate	low_margin_count	median_aligned_effect	median_q_value	minimum_factor_match_abs_loading_correlation	median_factor_match_abs_loading_correlation	scenario_no_op	no_op_reason	retention_decision
ENSG00000127616.19	TCGA_DRIVER_STATE_0069	SMARCA4	other_strong_driver	mutation	Factor2	0.382594417077176	0.383822420524153	directional_exploratory	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.313628899835796	0.68502082495885	0.998236495543582	0.998525545261377	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0070	SMARCA4	other_strong_driver	mutation	Factor4	0.520525451559934	0.167683937944865	directional_exploratory_level_factor_qc	TRUE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.507389162561576	0.173860512851902	0.991874075737422	0.998204408578741	FALSE		level_factor_qc_not_primary
ENSG00000127616.19	TCGA_DRIVER_STATE_0070	SMARCA4	other_strong_driver	mutation	Factor4	0.520525451559934	0.167683937944865	directional_exploratory_level_factor_qc	TRUE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.642036124794745	0.0717012305539097	0.881283744038965	0.907724413079301	FALSE		level_factor_qc_not_primary
ENSG00000127616.19	TCGA_DRIVER_STATE_0070	SMARCA4	other_strong_driver	mutation	Factor4	0.520525451559934	0.167683937944865	directional_exploratory_level_factor_qc	TRUE	drop_cnv_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.638752052545156	0.0749737975892778	0.593152065372342	0.594785506573292	FALSE		level_factor_qc_not_primary
ENSG00000127616.19	TCGA_DRIVER_STATE_0070	SMARCA4	other_strong_driver	mutation	Factor4	0.520525451559934	0.167683937944865	directional_exploratory_level_factor_qc	TRUE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.54679802955665	0.223462224596578	0.985440590290708	0.986520865413592	FALSE		level_factor_qc_not_primary
ENSG00000127616.19	TCGA_DRIVER_STATE_0071	SMARCA4	other_strong_driver	mutation	Factor5	0.586206896551724	0.124332748577683	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.586206896551724	0.124332748577683	0.999457598772549	0.99997128435452	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0071	SMARCA4	other_strong_driver	mutation	Factor5	0.586206896551724	0.124332748577683	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.586206896551724	0.111668691524356	0.999252549838101	0.999355263440041	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0071	SMARCA4	other_strong_driver	mutation	Factor5	0.586206896551724	0.124332748577683	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.602627257799672	0.100801251618238	0.999360937970359	0.999419669571916	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0071	SMARCA4	other_strong_driver	mutation	Factor5	0.586206896551724	0.124332748577683	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.569786535303777	0.223462224596578	0.997816103677328	0.998913020425008	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0072	SMARCA4	other_strong_driver	mutation	Factor7	0.428571428571429	0.293626613478419	directional_exploratory	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.428571428571429	0.293626613478419	0.999817313011878	0.999818522208016	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0072	SMARCA4	other_strong_driver	mutation	Factor7	0.428571428571429	0.293626613478419	directional_exploratory	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.438423645320197	0.266085986735767	0.995347852193533	0.995924851590014	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0072	SMARCA4	other_strong_driver	mutation	Factor7	0.428571428571429	0.293626613478419	directional_exploratory	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.385878489326765	0.441523115741517	0.995623411386344	0.995645980129931	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0072	SMARCA4	other_strong_driver	mutation	Factor7	0.428571428571429	0.293626613478419	directional_exploratory	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.42200328407225	0.462999636074371	0.977033416772979	0.992314148022101	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0073	SMARCA4	other_strong_driver	mutation	Factor8	-0.635467980295567	0.0783807307999041	within_tcga_supported	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.635467980295567	0.0783807307999041	0.991009230860003	0.99798752661386	FALSE		retained_across_seeds_no_low_margin
ENSG00000127616.19	TCGA_DRIVER_STATE_0073	SMARCA4	other_strong_driver	mutation	Factor8	-0.635467980295567	0.0783807307999041	within_tcga_supported	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.448275862068966	0.263466715186754	0.873642525676316	0.905448312409044	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0073	SMARCA4	other_strong_driver	mutation	Factor8	-0.635467980295567	0.0783807307999041	within_tcga_supported	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.671592775041051	0.0475700364646971	0.79820305758115	0.799998610829623	FALSE		retained_across_seeds_no_low_margin
ENSG00000127616.19	TCGA_DRIVER_STATE_0073	SMARCA4	other_strong_driver	mutation	Factor8	-0.635467980295567	0.0783807307999041	within_tcga_supported	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	-0.635467980295567	0.0783807307999041	0.691002087714637	0.707054180616254	FALSE		factor_alignment_unstable
ENSG00000141510.18	TCGA_DRIVER_STATE_0058	TP53	other_strong_driver	mutation	Factor1	0.619047619047619	0.026309573152747	within_tcga_supported	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.619047619047619	0.026309573152747	0.996667925361895	0.999831609903007	FALSE		retained_across_seeds_no_low_margin
ENSG00000141510.18	TCGA_DRIVER_STATE_0058	TP53	other_strong_driver	mutation	Factor1	0.619047619047619	0.026309573152747	within_tcga_supported	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.635714285714286	0.0194936148433165	0.997105913287103	0.99788062376189	FALSE		retained_across_seeds_no_low_margin
ENSG00000141510.18	TCGA_DRIVER_STATE_0058	TP53	other_strong_driver	mutation	Factor1	0.619047619047619	0.026309573152747	within_tcga_supported	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.619047619047619	0.026309573152747	0.996600719700229	0.996616587876539	FALSE		retained_across_seeds_no_low_margin
ENSG00000141510.18	TCGA_DRIVER_STATE_0058	TP53	other_strong_driver	mutation	Factor1	0.619047619047619	0.026309573152747	within_tcga_supported	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.623809523809524	0.0241664738912335	0.626100009716627	0.638615370148529	FALSE		factor_alignment_unstable
ENSG00000141510.18	TCGA_DRIVER_STATE_0060	TP53	other_strong_driver	mutation	Factor5	-0.476190476190476	0.129852383590817	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.476190476190476	0.129852383590817	0.999457598772549	0.99997128435452	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0060	TP53	other_strong_driver	mutation	Factor5	-0.476190476190476	0.129852383590817	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.478571428571429	0.111668691524356	0.999252549838101	0.999355263440041	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0060	TP53	other_strong_driver	mutation	Factor5	-0.476190476190476	0.129852383590817	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.476190476190476	0.129852383590817	0.999360937970359	0.999419669571916	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0060	TP53	other_strong_driver	mutation	Factor5	-0.476190476190476	0.129852383590817	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.464285714285714	0.223462224596578	0.997816103677328	0.998913020425008	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0061	TP53	other_strong_driver	mutation	Factor6	0.419047619047619	0.173841101375178	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.419047619047619	0.193137320518489	0.999813940956675	0.999985511186886	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0061	TP53	other_strong_driver	mutation	Factor6	0.419047619047619	0.173841101375178	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.426190476190476	0.171621408410859	0.997750228728005	0.997950801414186	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0061	TP53	other_strong_driver	mutation	Factor6	0.419047619047619	0.173841101375178	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.421428571428572	0.199211263919436	0.998031950839543	0.998215590521335	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0061	TP53	other_strong_driver	mutation	Factor6	0.419047619047619	0.173841101375178	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.428571428571429	0.223462224596578	0.99718962324442	0.997437168009455	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0059	TP53	other_strong_driver	relative_cnv	Factor4	0.208790276539727	0.283940830828338	directional_exploratory_level_factor_qc	TRUE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.208703791638313	0.301771863672184	0.991874075737422	0.998204408578741	FALSE		level_factor_qc_not_primary
ENSG00000141510.18	TCGA_DRIVER_STATE_0059	TP53	other_strong_driver	relative_cnv	Factor4	0.208790276539727	0.283940830828338	directional_exploratory_level_factor_qc	TRUE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.192979264108586	0.287688486789799	0.881283744038965	0.907724413079301	FALSE		level_factor_qc_not_primary
ENSG00000141510.18	TCGA_DRIVER_STATE_0059	TP53	other_strong_driver	relative_cnv	Factor4	0.208790276539727	0.283940830828338	directional_exploratory_level_factor_qc	TRUE	drop_cnv_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.188238319058373	0.298417429849807	0.593152065372342	0.594785506573292	FALSE		level_factor_qc_not_primary
ENSG00000141510.18	TCGA_DRIVER_STATE_0059	TP53	other_strong_driver	relative_cnv	Factor4	0.208790276539727	0.283940830828338	directional_exploratory_level_factor_qc	TRUE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.207603074711233	0.405361823018992	0.985440590290708	0.986520865413592	FALSE		level_factor_qc_not_primary
ENSG00000141510.18	TCGA_DRIVER_STATE_0062	TP53	other_strong_driver	relative_cnv	Factor6	0.206282214398735	0.283940830828338	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.206282214398735	0.301771863672184	0.999813940956675	0.999985511186886	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0062	TP53	other_strong_driver	relative_cnv	Factor6	0.206282214398735	0.283940830828338	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.201863622162882	0.287688486789799	0.997750228728005	0.997950801414186	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0062	TP53	other_strong_driver	relative_cnv	Factor6	0.206282214398735	0.283940830828338	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.203766289993979	0.3357535148037	0.998031950839543	0.998215590521335	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000141510.18	TCGA_DRIVER_STATE_0062	TP53	other_strong_driver	relative_cnv	Factor6	0.206282214398735	0.283940830828338	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.203954984324336	0.405361823018992	0.99718962324442	0.997437168009455	FALSE		direction_and_magnitude_retained_statistical_attenuation
