evidence_id	candidate_id	candidate_label	candidate_type	evidence_type	omics_layer	dataset	analysis_unit	independence_group	effect_measure	effect_value	p_value	q_value	direction	discordance_code	layer_availability	independent_from_discovery	eligible_as_exact_replication	evidence_tier	auxiliary_score_100	cross_dataset_patient_link_allowed
EVIDENCE_001322	STATE:Factor1	Factor1	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.283582033167668	0.0257262181038814	0.0929463363753134	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001324	STATE:Factor2	Factor2	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.341244982933792	0.00242423895823637	0.0169696727076546	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001628	STATE:Factor2	Factor2	heterogeneity_state	TCGA_continuous_MOFA_axis	multiomics_continuous_state	TCGA-ESCC GDC DR45	94-patient factor; pathway interpretation from official78 ECMS primary	TCGA_ESCC_factor94_ECMS78_shared_RNA	ECMS-adjusted standardized factor beta	-0.341244982933792	0.00242423895823637	0.0169696727076546	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001325	STATE:Factor2	Factor2	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.27506120099867	0.00591152902465839	0.033104562538087	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001326	STATE:Factor2	Factor2	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.258038509687751	0.0219138178202723	0.085662261485637	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001327	STATE:Factor2	Factor2	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.245843807178157	0.0272540654370355	0.0953892290296242	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001328	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.686187648791644	3.09324768812002e-11	1.73221870534721e-09	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001329	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.585251137388912	4.64086580917326e-08	1.29944242656851e-06	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001338	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_factor_explanatory	external_expression_classifier_state->multiomics_state	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_ECMS_official78_shared_RNA	eta_squared categorical separation	0.313852057620482	3.5378462872234e-06	1.41513851488936e-05	categorical_separation_no_pairwise_direction	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001330	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.514913218409239	3.44964539462187e-06	6.43933806996082e-05	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001331	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.54474484156881	4.03475758703625e-06	6.455612139258e-05	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001332	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.38001879578238	0.00065461236802086	0.00523689894416688	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001333	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.345479948524512	0.00572542020840347	0.033104562538087	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001334	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.362195738713796	0.00586468057916793	0.033104562538087	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001335	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.340211150543328	0.0081407237346605	0.0408873236638676	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001336	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.350009072840512	0.0104143583082773	0.0466563252210825	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001337	STATE:Factor3	Factor3	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.299524340641083	0.0221804069918167	0.085662261485637	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001339	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.537013605244749	2.96498945084364e-08	1.10692939498163e-06	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001629	STATE:Factor5	Factor5	heterogeneity_state	TCGA_continuous_MOFA_axis	multiomics_continuous_state	TCGA-ESCC GDC DR45	94-patient factor; pathway interpretation from official78 ECMS primary	TCGA_ESCC_factor94_ECMS78_shared_RNA	ECMS-adjusted standardized factor beta	0.537013605244749	2.96498945084364e-08	1.10692939498163e-06	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001340	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.506935400438108	1.58564307109107e-06	3.55184047924399e-05	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001341	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.484696891863063	2.1575253950894e-05	0.000302053555312516	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001342	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.41708284956938	3.20946538324268e-05	0.000399400136581312	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001343	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.429819389177362	0.000351872760788873	0.00303151916987337	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001344	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.339518398388225	0.000710862715339493	0.00530777494120154	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001346	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_factor_explanatory	external_expression_classifier_state->multiomics_state	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_ECMS_official78_shared_RNA	eta_squared categorical separation	0.150859708406731	0.00678665601052496	0.0135733120210499	categorical_separation_no_pairwise_direction	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001345	STATE:Factor5	Factor5	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.304610718309662	0.00343875209286608	0.0226553079059413	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001347	STATE:Factor6	Factor6	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.837394942190716	1.72948299161647e-13	1.93702095061044e-11	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001630	STATE:Factor6	Factor6	heterogeneity_state	TCGA_continuous_MOFA_axis	multiomics_continuous_state	TCGA-ESCC GDC DR45	94-patient factor; pathway interpretation from official78 ECMS primary	TCGA_ESCC_factor94_ECMS78_shared_RNA	ECMS-adjusted standardized factor beta	-0.837394942190716	1.72948299161647e-13	1.93702095061044e-11	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001351	STATE:Factor6	Factor6	heterogeneity_state	TCGA_ECMS_factor_explanatory	external_expression_classifier_state->multiomics_state	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_ECMS_official78_shared_RNA	eta_squared categorical separation	0.363145401288823	2.39965986055434e-07	1.91972788844347e-06	categorical_separation_no_pairwise_direction	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001348	STATE:Factor6	Factor6	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.550502439570024	4.82253887693013e-05	0.000540124354216174	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001349	STATE:Factor6	Factor6	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	-0.531327700197008	0.000116938535427387	0.00119064690616976	negative	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001350	STATE:Factor6	Factor6	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.283286364708808	0.0284474443834129	0.096548902149765	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001352	STATE:Factor7	Factor7	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.258024057502447	0.00853581602878116	0.0408873236638676	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001631	STATE:Factor7	Factor7	heterogeneity_state	TCGA_continuous_MOFA_axis	multiomics_continuous_state	TCGA-ESCC GDC DR45	94-patient factor; pathway interpretation from official78 ECMS primary	TCGA_ESCC_factor94_ECMS78_shared_RNA	ECMS-adjusted standardized factor beta	0.258024057502447	0.00853581602878116	0.0408873236638676	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001353	STATE:Factor7	Factor7	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.252796239868971	0.0190064485270659	0.0788415642604214	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001354	STATE:Factor7	Factor7	heterogeneity_state	TCGA_ECMS_adjusted_factor_PROGENy	multiomics_state->RNA_derived_pathway_activity	TCGA_ESCC_DR45	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_ECMS_official78_shared_RNA	standardized factor beta after ECMS adjustment	0.2497863141496	0.025344474705235	0.0929463363753134	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001632	STATE:Factor8	Factor8	heterogeneity_state	TCGA_continuous_MOFA_axis	multiomics_continuous_state	TCGA-ESCC GDC DR45	94-patient factor; pathway interpretation from official78 ECMS primary	TCGA_ESCC_factor94_ECMS78_shared_RNA	ECMS-adjusted standardized factor beta	0.131610107352265	0.24859729232647	0.480049943802838	positive	support	evaluable	FALSE	FALSE	T2	55	FALSE
EVIDENCE_001509	METABOLITE:AN004962:AN004962__103	D-Alanyl-D-alanine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.128674542260563	0.0147914904922445	0.0484496780409234	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001564	METABOLITE:AN004962:AN004962__107	L-Carnitine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.322312329310723	3.0483156987003e-05	0.000425438843166433	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001500	METABOLITE:AN004962:AN004962__108	L-2-Aminoadipic?Acid	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	-0.752372275672723	0.00341345005895989	0.0143377288565535	lower_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001553	METABOLITE:AN004962:AN004962__110	5-Hydroxylysine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.44868529354285	1.8242010142426e-06	5.32335023247158e-05	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001568	METABOLITE:AN004962:AN004962__112	7-Methylguanine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.0163361610853257	5.2242972947583e-05	0.000619676346814966	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001599	METABOLITE:AN004962:AN004962__113	L-Phenylalanine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.393052345632112	0.00173953696182607	0.00900631233461561	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001589	METABOLITE:AN004962:AN004962__114	Methionine sulfoxide	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.274765216201819	0.000546192328424632	0.00357811709029198	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001507	METABOLITE:AN004962:AN004962__126	L-Arginine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.208710752957197	0.0108301983454468	0.0365946701988255	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001616	METABOLITE:AN004962:AN004962__128	L-Citrulline	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.361734123391254	0.00449457433872489	0.0180344795341336	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001512	METABOLITE:AN004962:AN004962__135	Carbocysteine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.0199003486028446	0.015992350896035	0.0508271746299725	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001601	METABOLITE:AN004962:AN004962__140	L-Tyrosine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.371352764810205	0.00182618689174474	0.00915946862890721	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001504	METABOLITE:AN004962:AN004962__141	Sorbitol	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.510824964892487	0.00889812471957794	0.0313878904943354	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001516	METABOLITE:AN004962:AN004962__146	Glycyl-L-Leucine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.112088209268479	0.0189407939287741	0.0579047128679665	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001517	METABOLITE:AN004962:AN004962__149	L-Homoarginine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	-0.143813733334624	0.0194157028154489	0.0587966094694255	lower_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001534	METABOLITE:AN004962:AN004962__150	N6,N6,N6-Trimethyl-L-lysine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.0487090618624842	0.0309604991892647	0.0807993515427151	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001593	METABOLITE:AN004962:AN004962__165	N,N-Dimethylarginine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.383601426929472	0.000929753870584215	0.00552687023069505	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001596	METABOLITE:AN004962:AN004962__167	O-Acetylcarnitine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.286221213055563	0.00116877316242179	0.00635891839215923	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001555	METABOLITE:AN004962:AN004962__17	Choline	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.363144611223994	3.23576529380211e-06	7.5147255671092e-05	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001552	METABOLITE:AN004962:AN004962__174	Kynurenine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	1.30285398387562	1.10739490576601e-06	3.5547376475089e-05	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001573	METABOLITE:AN004962:AN004962__183	N-Acetyl-D-Glucosamine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.435606713579239	9.4889323439549e-05	0.000904745479785084	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001496	METABOLITE:AN004962:AN004962__184	L-Cystathionine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	1.28666424004872	0.000122229472820365	0.00112101887929534	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
EVIDENCE_001532	METABOLITE:AN004962:AN004962__185	Glycylphenylalanine	metabolic_feature	PR001876_targeted_MS_feature	metabolome	PR001876/ST003027/AN004962	unpaired tissue sample; 16 early ESCC vs 16 normal	PR001876_early_stage_tissue_subject_overlap_unresolved	limma transformed-scale effect	0.087323242843108	0.0289819153956035	0.0768859077850308	higher_in_early_ESCC	support	metabolic_feature_evaluable_identity_mapping_incomplete	TRUE	FALSE	T2	55	FALSE
