gene_id	gene_name	tcga_driver_tier	event_type	target_type	target	n_complete	n_event	n_reference	effect_measure	effect	p_value	mutation_evidence_unit	cnv_expression_evidence_unit	distinct_event_unit_count_recomputed	independence_group	independent_validation	analysis_eligible	q_value	level_factor_soft_flag	predictor_feature_selected_in_target_model	target_model_overlap_class	bootstrap_iterations	valid_bootstraps	effect_ci95_low	effect_ci95_high	bootstrap_direction_consistency	association_status	discordance_code	eligible_as_independent_validation
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	amplification	MOFA_factor	Factor7	94	49	45	rank-biserial correlation: event minus reference	-0.0757369614512472	0.529868492601091	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.807418655392138	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.306643990929705	0.151632653061224	0.748	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	-0.0893931908788694	0.391544418062647	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.822387108074885	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.293055746181037	0.132750859161337	0.808	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor1	94			Spearman rho	-0.0889210853025353	0.394060489285882	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.822387108074885	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.282957574284833	0.102283467117455	0.84	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000148400.12	NOTCH1	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	0.0868071126411665	0.405444351893184	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.828141654930759	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.0993056848942414	0.264542142314473	0.806	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141579.7	ZNF750	strong_patient_level_candidate	mutation	MOFA_factor	Factor8	94	11	83	rank-biserial correlation: event minus reference	0.0865279299014239	0.646427388500779	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.830529518444143	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.247590361445783	0.460295728368017	0.67	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000148400.12	NOTCH1	strong_patient_level_candidate	mutation	MOFA_factor	Factor8	94	13	81	rank-biserial correlation: event minus reference	0.0788224121557455	0.653392760698526	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.830529518444143	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.262155745489079	0.429487179487179	0.654	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000185920.16	PTCH1	strong_patient_level_candidate	mutation	MOFA_factor	Factor6	94	7	87	rank-biserial correlation: event minus reference	-0.100164203612479	0.665699709126106	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.830529518444143	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.440147783251232	0.279228243021346	0.718	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000148400.12	NOTCH1	strong_patient_level_candidate	mutation	MOFA_factor	Factor6	94	13	81	rank-biserial correlation: event minus reference	0.0750237416904083	0.669270914069184	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.830529518444143	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.293542260208927	0.396106362773029	0.698	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141579.7	ZNF750	strong_patient_level_candidate	mutation	MOFA_factor	Factor7	94	11	83	rank-biserial correlation: event minus reference	0.0777656078860898	0.680572799836173	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.830529518444143	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.228094194961665	0.366922234392114	0.72	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000148400.12	NOTCH1	strong_patient_level_candidate	mutation	MOFA_factor	Factor1	94	13	81	rank-biserial correlation: event minus reference	0.0655270655270654	0.70960534408092	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.835762472619031	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.226163342830009	0.32962962962963	0.676	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	mutation	MOFA_factor	Factor1	94	11	83	rank-biserial correlation: event minus reference	-0.0690032858707558	0.71538590773749	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.835762472619031	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.477710843373494	0.384446878422782	0.61	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	mutation	MOFA_factor	Factor2	94	11	83	rank-biserial correlation: event minus reference	0.0624315443592551	0.741894711838999	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.835762472619031	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.297973713033954	0.403121577217963	0.628	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	mutation	MOFA_factor	Factor4	94	11	83	rank-biserial correlation: event minus reference	0.0624315443592551	0.741894711838999	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.835762472619031	TRUE	TRUE	predictor_feature_in_mofa_input	500	500	-0.336473165388828	0.445892661555312	0.65	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000185920.16	PTCH1	strong_patient_level_candidate	mutation	MOFA_factor	Factor8	94	7	87	rank-biserial correlation: event minus reference	-0.0738916256157636	0.751363433132844	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.835762472619031	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.683825944170772	0.517405582922824	0.656	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000074181.9	NOTCH3	strong_patient_level_candidate	mutation	MOFA_factor	Factor6	94	10	84	rank-biserial correlation: event minus reference	0.0619047619047619	0.754507787781069	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.835762472619031	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.333809523809524	0.394345238095238	0.614	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000074181.9	NOTCH3	strong_patient_level_candidate	mutation	MOFA_factor	Factor7	94	10	84	rank-biserial correlation: event minus reference	0.0571428571428572	0.773212409814968	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.843504447070874	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.35375	0.470773809523809	0.594	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000109670.16	FBXW7	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor4	94			Spearman rho	0.0836813426753978	0.42262636731907	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.84525273463814	TRUE	FALSE	predictor_layer_in_mofa_input	500	500	-0.116252586081753	0.262727785375369	0.8	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	mutation	MOFA_factor	Factor5	94	16	78	rank-biserial correlation: event minus reference	0.0432692307692308	0.789773725457485	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.848712063178192	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.209935897435897	0.339383012820512	0.64	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000167548.16	KMT2D	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor1	94			Spearman rho	-0.0804450178767528	0.440850315169396	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.85535254461423	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.278660648235995	0.116099897496177	0.78	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	0.0791012893147852	0.448545130635617	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.85535254461423	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.0959478500478037	0.276036482438933	0.806	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141579.7	ZNF750	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	0.0780864323923628	0.45440603932631	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.85535254461423	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.10962889373836	0.268375515553547	0.786	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	amplification	MOFA_factor	Factor3	94	9	85	rank-biserial correlation: event minus reference	0.108496732026144	0.598301991354103	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.870257441969605	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.247058823529412	0.469411764705882	0.768	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000074181.9	NOTCH3	strong_patient_level_candidate	mutation	MOFA_factor	Factor4	94	10	84	rank-biserial correlation: event minus reference	0.0357142857142858	0.858871872850605	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.90939374772417	TRUE	TRUE	predictor_feature_in_mofa_input	500	500	-0.336964285714286	0.408392857142857	0.582	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	amplification	MOFA_factor	Factor3	94	6	88	rank-biserial correlation: event minus reference	0.109848484848485	0.659346672539809	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.9173518922293	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.386363636363636	0.50435606060606	0.678	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	amplification	MOFA_factor	Factor8	94	6	88	rank-biserial correlation: event minus reference	-0.0909090909090909	0.716246849296886	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.954995799062515	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.560606060606061	0.413068181818182	0.634	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000074181.9	NOTCH3	strong_patient_level_candidate	mutation	MOFA_factor	Factor1	94	10	84	rank-biserial correlation: event minus reference	-0.0190476190476191	0.926721159278614	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.958476610223792	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.370535714285714	0.367916666666667	0.54	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	mutation	MOFA_factor	Factor6	94	16	78	rank-biserial correlation: event minus reference	-0.0144230769230769	0.931852259939798	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.958476610223792	FALSE	TRUE	predictor_feature_in_mofa_input	500	500	-0.302283653846154	0.259094551282051	0.556	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	amplification	MOFA_factor	Factor3	94	49	45	rank-biserial correlation: event minus reference	-0.0267573696145125	0.826265305056157	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.978122614942957	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.27031746031746	0.222766439909297	0.606	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	amplification	MOFA_factor	Factor5	94	49	45	rank-biserial correlation: event minus reference	0.0240362811791384	0.843993704686226	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.978122614942957	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.20687074829932	0.247687074829932	0.602	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	amplification	MOFA_factor	Factor6	94	49	45	rank-biserial correlation: event minus reference	0.0222222222222221	0.855857288075087	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.978122614942957	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.232222222222222	0.258185941043084	0.566	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	amplification	MOFA_factor	Factor2	94	49	45	rank-biserial correlation: event minus reference	-0.0222222222222223	0.855857288075087	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.978122614942957	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.260816326530612	0.18108843537415	0.596	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000167548.16	KMT2D	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	-0.065481755099156	0.530627657647863	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.979620291042209	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.274845693986645	0.128486618433392	0.748	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000148400.12	NOTCH1	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	0.0616378742676988	0.555078651430053	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.151348482473125	0.255873501859223	0.702	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000100393.14	EP300	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor2	94			Spearman rho	0.0610543124545138	0.558837489697789	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.124984460077507	0.281000668651015	0.722	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141510.18	TP53	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor7	94			Spearman rho	0.0598790008332038	0.566444605820716	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.136499615785821	0.244391783195474	0.734	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141510.18	TP53	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor2	94			Spearman rho	0.0556176538726476	0.594427762542964	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.142715837953743	0.236014149630772	0.718	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	-0.0553882613020035	0.595951589652865	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.263172250418179	0.153760438302585	0.728	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000185920.16	PTCH1	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	-0.054045839298613	0.604904028291814	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.242458439864337	0.128017942446894	0.716	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000167548.16	KMT2D	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor6	94			Spearman rho	0.0520043303310169	0.618630965872847	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.147318014525922	0.266716485012705	0.702	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000109670.16	FBXW7	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor3	94			Spearman rho	-0.0506502351527761	0.627808928902832	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.245300894770488	0.167801905628733	0.672	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141579.7	ZNF750	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor1	94			Spearman rho	0.0495340299598192	0.635417381266836	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.143058167524777	0.249160542873626	0.704	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000127616.19	SMARCA4	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor2	94			Spearman rho	-0.0485401964391591	0.642223745292523	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.228405586435523	0.132397859748767	0.654	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor6	94			Spearman rho	0.0480896388335962	0.645319240666077	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.170788451890501	0.237539524564311	0.676	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000127616.19	SMARCA4	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	-0.0468669764337213	0.653749763858992	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.980624645788488	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.254195736707203	0.176875407924941	0.67	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	amplification	MOFA_factor	Factor4	94	9	85	rank-biserial correlation: event minus reference	-0.0248366013071896	0.907930994985789	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.981490093745482	TRUE	FALSE	predictor_layer_in_mofa_input	500	500	-0.438169934640523	0.372941176470588	0.53	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	amplification	MOFA_factor	Factor7	94	9	85	rank-biserial correlation: event minus reference	0.0196078431372548	0.928327774933336	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.981490093745482	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.390980392156863	0.42359477124183	0.518	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	amplification	MOFA_factor	Factor1	94	6	88	rank-biserial correlation: event minus reference	0.0151515151515151	0.956827432132151	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.981490093745482	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.369602272727273	0.433996212121212	0.486	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	amplification	MOFA_factor	Factor2	94	6	88	rank-biserial correlation: event minus reference	-0.00757575757575757	0.981490093745482	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.981490093745482	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.33532196969697	0.363825757575757	0.488	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000167548.16	KMT2D	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	-0.0442604922346671	0.671866704927735	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.276700327107002	0.21279682566733	0.642	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor2	94			Spearman rho	-0.0421961274362045	0.686350424463539	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.248316677702735	0.158765109282303	0.666	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000127616.19	SMARCA4	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor3	94			Spearman rho	-0.0373657774078682	0.720678348253588	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.244957873281056	0.183728978511739	0.608	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000109670.16	FBXW7	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	-0.037194244807155	0.721908108337993	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.237934659443286	0.138008096859767	0.654	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000167548.16	KMT2D	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor4	94			Spearman rho	-0.0349783747873495	0.737856790799668	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	TRUE	FALSE	predictor_layer_in_mofa_input	500	500	-0.226999502280989	0.183546712052396	0.598	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000087460.27	GNAS	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor6	94			Spearman rho	0.0341489700215028	0.743855504300219	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.177589714416868	0.232568501413633	0.592	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000100393.14	EP300	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor5	94			Spearman rho	0.0298281873338269	0.775346060929898	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.202811987451331	0.225407253228961	0.578	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor3	94			Spearman rho	0.028967873116045	0.781661628581439	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.181622759913908	0.214211830343493	0.624	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000185920.16	PTCH1	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	0.0278517498350167	0.789876184003196	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.173752294323757	0.227285345044042	0.662	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000109670.16	FBXW7	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor2	94			Spearman rho	-0.0263944426010259	0.800636355881319	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.215613090827054	0.204257083855543	0.592	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000116044.16	NFE2L2	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	0.0235212565630686	0.821958344672949	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.186201815869545	0.266289718609211	0.582	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000074181.9	NOTCH3	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor2	94			Spearman rho	0.0221503331762676	0.832178798184421	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.193317917306265	0.210523858336357	0.596	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000121879.6	PIK3CA	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor6	94			Spearman rho	-0.0218856570136172	0.834155275613121	TRUE	TRUE	2	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.23670140254575	0.173738815608475	0.578	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000127616.19	SMARCA4	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor6	94			Spearman rho	0.021482799567305	0.837165601281364	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.191066862595552	0.257683468166954	0.586	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141579.7	ZNF750	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor6	94			Spearman rho	-0.0206371285608387	0.843492405350962	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.213823215156972	0.150454351336207	0.546	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141579.7	ZNF750	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	-0.0204156649395579	0.84515092346484	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.230778533934282	0.186364646228259	0.56	no_clear_internal_association	same_direction_nonsignificant	FALSE
ENSG00000141510.18	TP53	strong_patient_level_candidate	relative_cnv	MOFA_factor	Factor8	94			Spearman rho	0.0204025744698219	0.845248977843545	TRUE	FALSE	1	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE	TRUE	0.987903073982721	FALSE	FALSE	predictor_layer_in_mofa_input	500	500	-0.188988947031171	0.232131975982646	0.562	no_clear_internal_association	same_direction_nonsignificant	FALSE
