Hugo_Symbol	gene_id	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	variant_classes	callers	oncodrive_mutated_samples	oncodrive_clusters	oncodrive_cluster_score	oncodrive_mutations_in_clusters	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation
RIF1	ENSG00000080345.18	2	2	2	2	0	2276	Frame_Shift_Del;Splice_Site	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
RIMS1	ENSG00000079841.18	2	2	0	0	0	1440	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
RIPK4	ENSG00000183421.12	2	2	1	1	0	356	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
RIPOR1	ENSG00000039523.20	2	2	1	1	0	813	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
RIPOR2	ENSG00000111913.20	2	2	0	0	0	446	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
RMND5B	ENSG00000145916.19	2	2	1	1	0	236	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RNF111	ENSG00000157450.16	2	2	0	0	0	659	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RNF169	ENSG00000166439.6	2	2	1	1	0	439	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RNF43	ENSG00000108375.13	2	2	1	1	0	781	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
ROCK1	ENSG00000067900.8	2	2	0	0	0	1019	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
ROR2	ENSG00000169071.15	2	2	1	1	0	853	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.0208333333333333	FALSE
RPL10L	ENSG00000165496.5	2	2	0	0	0	116	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RPL3	ENSG00000100316.16	2	2	0	0	0	306	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
RPL8	ENSG00000161016.18	2	2	0	0	0	216	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
RPN2	ENSG00000118705.17	2	2	0	0	0	590	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RPS6KA5	ENSG00000100784.12	2	2	1	1	0	625	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
RPUSD2	ENSG00000166133.18	2	2	0	0	0	285	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RTP4	ENSG00000136514.3	2	2	0	0	0	245	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
RUSC2	ENSG00000198853.12	2	2	0	0	0	1482	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.0208333333333333	FALSE
RXFP1	ENSG00000171509.16	2	2	0	0	0	364	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SAFB	ENSG00000160633.13	2	2	0	0	0	772	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.0208333333333333	FALSE
SAGE1	ENSG00000181433.9	2	2	0	0	0	883	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SALL3	ENSG00000256463.8	2	2	0	0	0	639	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SALL4	ENSG00000101115.13	2	2	0	0	0	922	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SAP18	ENSG00000150459.12	2	2	0	0	0	128	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SBNO2	ENSG00000064932.16	2	2	0	0	0	390	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
SCAF1	ENSG00000126461.15	2	2	1	1	0	1181	Frame_Shift_Del;Missense_Mutation	muse;mutect2;mutect2;varscan2								0.0208333333333333	FALSE
SCAF4	ENSG00000156304.15	2	2	0	0	0	680	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SCAPER	ENSG00000140386.13	2	2	0	0	0	529	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
SCEL	ENSG00000136155.17	2	2	1	1	0	604	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SCN11A	ENSG00000168356.13	2	2	0	0	0	1660	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SCN8A	ENSG00000196876.18	2	2	0	0	0	1700	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SCUBE1	ENSG00000159307.19	2	2	0	0	0	536	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SCUBE2	ENSG00000175356.14	2	2	0	0	0	649	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SCUBE3	ENSG00000146197.9	2	2	0	0	0	720	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SCYL1	ENSG00000142186.17	2	2	0	0	0	388	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SDK2	ENSG00000069188.17	2	2	1	1	0	1595	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SEC14L2	ENSG00000100003.18	2	2	0	0	0	232	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.0208333333333333	FALSE
SEC61A1	ENSG00000058262.10	2	2	0	0	0	109	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SEMA3D	ENSG00000153993.13	2	2	0	0	0	502	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SEMA3F	ENSG00000001617.12	2	2	0	0	0	751	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SEMA4B	ENSG00000185033.14	2	2	0	0	0	751	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SEMA4F	ENSG00000135622.13	2	2	0	0	0	515	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SEMA6D	ENSG00000137872.17	2	2	0	0	0	725	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SERPINA4	ENSG00000100665.12	2	2	0	0	0	235	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SETD2	ENSG00000181555.21	2	2	1	1	1	2151	Missense_Mutation;Splice_Site	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SEZ6L	ENSG00000100095.19	2	2	0	0	0	1000	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SGSM2	ENSG00000141258.13	2	2	0	0	0	679	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SHROOM2	ENSG00000146950.13	2	2	0	0	0	1533	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SHTN1	ENSG00000187164.20	2	2	0	0	0	311	Missense_Mutation	muse;mutect2								0.0208333333333333	FALSE
SIGLEC1	ENSG00000088827.12	2	2	1	1	0	1489	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.0208333333333333	FALSE
SIGLEC10	ENSG00000142512.15	2	2	0	0	0	500	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SIGLEC9	ENSG00000129450.8	2	2	0	0	0	423	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SIN3A	ENSG00000169375.16	2	2	0	0	0	1178	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SIRPG	ENSG00000089012.14	2	2	0	0	0	347	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SIX4	ENSG00000100625.9	2	2	0	0	0	601	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SIX6	ENSG00000184302.7	2	2	0	0	0	144	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SKOR1	ENSG00000188779.12	2	2	1	1	0	874	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC15A2	ENSG00000163406.11	2	2	0	0	0	217	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC18A2	ENSG00000165646.14	2	2	1	1	0	380	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
SLC22A1	ENSG00000175003.15	2	2	0	0	0	520	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC24A1	ENSG00000074621.14	2	2	0	0	0	85	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC33A1	ENSG00000169359.16	2	2	0	0	0	436	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC38A1	ENSG00000111371.16	2	2	0	0	0	433	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC39A12	ENSG00000148482.12	2	2	0	0	0	642	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC4A10	ENSG00000144290.17	2	2	0	0	0	442	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC4A9	ENSG00000113073.15	2	2	1	1	0	637	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
SLC5A3	ENSG00000198743.7	2	2	0	0	0	264	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC6A13	ENSG00000010379.16	2	2	0	0	0	67	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC6A19	ENSG00000174358.16	2	2	0	0	0	579	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC7A14	ENSG00000013293.6	2	2	0	0	0	516	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC9A4	ENSG00000180251.5	2	2	1	1	0	403	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
SLC9A5	ENSG00000135740.17	2	2	0	0	0	651	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLC9C2	ENSG00000162753.13	2	2	0	0	0	590	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLCO1B1	ENSG00000134538.3	2	2	0	0	0	519	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLF2	ENSG00000119906.13	2	2	0	0	0	911	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLITRK2	ENSG00000185985.11	2	2	0	0	0	441	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLITRK3	ENSG00000121871.4	2	2	0	0	0	683	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SLITRK5	ENSG00000165300.7	2	2	0	0	0	303	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SMAD4	ENSG00000141646.14	2	2	2	2	1	529	Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SMARCA2	ENSG00000080503.24	2	2	0	0	0	1400	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SMC4	ENSG00000113810.16	2	2	0	0	0	1096	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SMC5	ENSG00000198887.9	2	2	0	0	0	939	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SMG8	ENSG00000167447.12	2	2	0	0	0	606	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SNAI2	ENSG00000019549.13	2	2	0	0	0	247	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SNAPC4	ENSG00000165684.4	2	2	0	0	0	354	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SNED1	ENSG00000162804.14	2	2	1	1	0	864	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SNTA1	ENSG00000101400.6	2	2	1	1	0	402	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;pindel;varscan2								0.0208333333333333	FALSE
SNTG1	ENSG00000147481.17	2	2	0	0	0	353	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SNX20	ENSG00000167208.15	2	2	0	0	0	255	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SORBS2	ENSG00000154556.18	2	2	0	0	0	848	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SORCS3	ENSG00000156395.13	2	2	0	0	0	465	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SOX13	ENSG00000143842.15	2	2	0	0	0	390	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SOX9	ENSG00000125398.8	2	2	0	0	1	152	In_Frame_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel								0.0208333333333333	FALSE
SP140L	ENSG00000185404.17	2	2	0	0	0	515	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
SP2	ENSG00000167182.15	2	2	1	1	0	586	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
SPAG9	ENSG00000008294.21	2	2	1	1	0	678	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPATA17	ENSG00000162814.11	2	2	0	0	0	209	Missense_Mutation;Splice_Region	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPATA31A1	ENSG00000204849.10	2	2	0	0	0	282	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SPDYC	ENSG00000204710.2	2	2	0	0	0	177	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPEF2	ENSG00000152582.14	2	2	0	0	0	1810	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPEN	ENSG00000065526.12	2	2	0	0	0	3447	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SPG11	ENSG00000104133.15	2	2	0	0	0	1634	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPG21	ENSG00000090487.11	2	2	0	0	0	123	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPOCK3	ENSG00000196104.11	2	2	0	0	0	392	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPOP	ENSG00000121067.19	2	2	0	0	0	216	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SPTA1	ENSG00000163554.15	2	2	1	1	0	2013	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
SREBF1	ENSG00000072310.17	2	2	0	0	0	874	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SRGAP1	ENSG00000196935.9	2	2	0	0	0	594	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SRPRA	ENSG00000182934.12	2	2	1	1	0	104	Frame_Shift_Del;Missense_Mutation	muse;mutect2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
SRRM2	ENSG00000167978.17	2	2	0	0	0	1355	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
ST6GAL2	ENSG00000144057.15	2	2	0	0	0	358	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
STAG1	ENSG00000118007.13	2	2	0	0	0	624	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
STK11	ENSG00000118046.16	2	2	1	1	2	221	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
STK11IP	ENSG00000144589.22	2	2	0	0	0	955	Missense_Mutation	muse;mutect2;muse;varscan2								0.0208333333333333	FALSE
STK31	ENSG00000196335.13	2	2	0	0	0	787	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
STRIP1	ENSG00000143093.15	2	2	1	1	0	511	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
STXBP5	ENSG00000164506.14	2	2	0	0	0	368	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
STYXL2	ENSG00000198842.10	2	2	1	1	0	819	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SUFU	ENSG00000107882.12	2	2	0	0	0	260	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SV2C	ENSG00000122012.14	2	2	1	1	0	194	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
SWAP70	ENSG00000133789.15	2	2	1	1	0	378	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
SYDE2	ENSG00000097096.9	2	2	1	1	0	1105	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
TAAR9	ENSG00000237110.2	2	2	0	0	0	249	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TACC2	ENSG00000138162.19	2	2	0	0	0	2160	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TAF15	ENSG00000270647.6	2	2	0	0	0	517	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TAF1B	ENSG00000115750.17	2	2	1	1	0	545	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TAF1L	ENSG00000122728.6	2	2	0	0	0	1710	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TAF5	ENSG00000148835.11	2	2	0	0	0	746	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TAF5L	ENSG00000135801.10	2	2	0	0	0	352	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TANC2	ENSG00000170921.15	2	2	0	0	0	1385	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TAS2R13	ENSG00000212128.2	2	2	0	0	0	111	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TAS2R30	ENSG00000256188.3	2	2	0	0	0	81	Missense_Mutation	muse;varscan2								0.0208333333333333	FALSE
TASOR	ENSG00000163946.13	2	2	0	0	0	1190	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TBC1D15	ENSG00000121749.15	2	2	1	1	0	649	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
TBC1D22A	ENSG00000054611.14	2	2	0	0	0	475	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TBC1D31	ENSG00000156787.17	2	2	0	0	0	634	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TBCD	ENSG00000141556.21	2	2	0	0	0	720	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TBCK	ENSG00000145348.17	2	2	0	0	0	801	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TBX20	ENSG00000164532.11	2	2	0	0	0	383	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TBXA2R	ENSG00000006638.13	2	2	0	0	0	340	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TCF4	ENSG00000196628.20	2	2	0	0	0	576	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TCF7L1	ENSG00000152284.5	2	2	1	1	0	206	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TCN2	ENSG00000185339.9	2	2	1	1	0	399	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TCOF1	ENSG00000070814.22	2	2	0	0	0	1192	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TDP2	ENSG00000111802.14	2	2	0	0	0	301	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TDRD3	ENSG00000083544.16	2	2	0	0	0	605	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TDRKH	ENSG00000182134.16	2	2	1	1	0	527	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel								0.0208333333333333	FALSE
TECPR1	ENSG00000205356.10	2	2	1	1	0	719	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
TECTA	ENSG00000109927.11	2	2	0	0	0	1447	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TENM2	ENSG00000145934.16	2	2	0	0	0	2718	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.0208333333333333	FALSE
TENM3	ENSG00000218336.9	2	2	0	0	0	2004	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TENT4A	ENSG00000112941.14	2	2	0	0	0	779	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TENT5D	ENSG00000174016.11	2	2	0	0	0	113	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TEP1	ENSG00000129566.13	2	2	0	0	0	1950	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
TESC	ENSG00000088992.18	2	2	0	0	0	136	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TET3	ENSG00000187605.15	2	2	0	0	0	1741	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TEX14	ENSG00000121101.16	2	2	1	1	0	955	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TEX55	ENSG00000163424.9	2	2	1	1	0	288	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
THBS4	ENSG00000113296.14	2	2	1	1	0	911	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
THPO	ENSG00000090534.20	2	2	0	0	0	430	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
THSD7A	ENSG00000005108.16	2	2	0	0	0	452	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TIAM1	ENSG00000156299.13	2	2	1	1	0	1326	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TIMELESS	ENSG00000111602.12	2	2	0	0	0	194	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TLL1	ENSG00000038295.8	2	2	0	0	0	654	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TLN2	ENSG00000171914.16	2	2	0	0	0	1617	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TLR10	ENSG00000174123.11	2	2	0	0	0	558	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TLR4	ENSG00000136869.16	2	2	0	0	0	785	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TMC4	ENSG00000167608.12	2	2	0	0	0	636	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TMEFF2	ENSG00000144339.12	2	2	1	1	0	284	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TMEM117	ENSG00000139173.10	2	2	0	0	0	352	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TMEM131	ENSG00000075568.17	2	2	1	1	0	1177	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
TMEM176B	ENSG00000106565.18	2	2	0	0	0	138	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0208333333333333	FALSE
TMEM200C	ENSG00000206432.4	2	2	0	0	0	553	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TMEM241	ENSG00000134490.14	2	2	0	0	0	244	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0208333333333333	FALSE
TMEM254	ENSG00000133678.14	2	2	1	1	0	79	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0208333333333333	FALSE
TMEM45A	ENSG00000181458.10	2	2	0	0	0	262	Missense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
TMF1	ENSG00000144747.17	2	2	1	1	0	1079	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0208333333333333	FALSE
